        MR         R2
 2.098E+03  1.337E-02
 1.408E+03  8.928E-02
 5.735E+02  5.475E-01
 1.189E+03  4.288E-02
 7.716E+02  3.438E-01
 1.681E+03  1.555E-01
 1.501E+03  1.191E-01
 1.049E+03  2.931E-01
 1.205E+03  4.536E-01
 1.487E+03  1.533E-01
 1.037E+03  1.546E-01
 2.045E+03  5.961E-02
 8.845E+02  2.360E-01
 6.061E+02  8.695E-01
 7.112E+02  1.213E-01
 6.045E+02  4.987E-01
 1.108E+03  4.177E-01
 5.596E+02  3.174E-01
 4.432E+02  7.144E-01
 1.139E+03  2.887E-01
 7.512E+02  1.338E-01
 1.315E+03  1.324E-01
 5.380E+02  3.289E-01
 1.020E+03  9.152E-02
 1.479E+03  9.864E-02
 8.916E+02  1.184E-01
 9.501E+02  6.957E-02
 1.160E+03  1.227E-01
 1.754E+03  6.381E-02
 6.335E+02  1.503E-01
 1.079E+03  4.887E-01
 8.324E+02  2.581E-02
 5.811E+02  4.679E-01
 1.212E+03  4.315E-01
 1.897E+03  8.047E-02
 1.500E+03  6.890E-02
 5.138E+02  4.778E-01
 1.194E+03  1.920E-01
 2.207E+03  2.093E-02
 5.882E+02  2.645E-01
 1.355E+03  2.117E-01
 6.974E+02  3.115E-01
 1.149E+03  7.263E-02
 7.598E+02  5.147E-01
 7.963E+02  1.859E-01
 1.290E+03  4.101E-02
 1.546E+03  1.458E-01
 1.256E+03  1.867E-01
 1.266E+03  6.007E-02
 1.759E+03  9.316E-02
 6.551E+02  2.791E-02
 4.826E+02  1.543E-01
 1.160E+03  3.247E-01
 1.874E+03  6.035E-02
 5.854E+02  4.945E-01
 1.020E+03  4.513E-02
 6.901E+02  3.452E-01
 1.487E+03  4.320E-01
 1.057E+03  2.615E-01
 7.021E+02  3.012E-01
 1.374E+03  2.207E-01
 1.200E+03  3.208E-01
 1.393E+03  1.089E-02
 1.205E+03  1.357E-01
 6.307E+02  4.837E-01
 8.729E+02  2.126E-01
 1.318E+03  1.788E-01
 5.312E+02  4.923E-01
 3.575E+02  6.943E-01
 1.431E+03  3.288E-02
 9.051E+02  3.170E-01
 6.336E+02  3.390E-01
 8.561E+02  1.536E-01
 1.326E+03  3.818E-01
 1.061E+03  3.907E-01
 4.632E+02  2.138E-01
 1.794E+03  1.391E-01
 9.545E+02  7.550E-01
 8.761E+02  2.429E-01
 1.321E+03  7.230E-02
 7.868E+02  3.608E-01
 1.415E+03  1.225E-01
 9.700E+02  5.246E-01
 9.591E+02  4.563E-01
 9.087E+02  3.169E-01
 6.025E+02  2.382E-01
 5.153E+02  1.476E-01
 1.090E+03  3.338E-01
 8.097E+02  3.212E-02
 5.216E+02  2.313E-01
 1.195E+03  3.897E-01
 4.618E+02  6.540E-01
 6.113E+02  4.443E-01
 1.152E+03  9.681E-02
 7.912E+02  3.106E-01
 1.137E+03  3.211E-01
 7.146E+02  7.080E-01
 1.063E+03  1.429E-01
 1.687E+03  6.948E-02
 1.022E+03  2.668E-01
 7.103E+02  8.027E-02
 8.047E+02  1.463E-01
 8.285E+02  5.795E-01
 5.976E+02  3.966E-01
 8.991E+02  2.970E-01
 5.507E+02  2.439E-01
 1.137E+03  1.367E-01
 1.952E+03  1.220E-01
 1.156E+03  5.321E-01
 6.245E+02  5.619E-01
 1.606E+03  4.886E-02
 1.912E+03  4.315E-01
 6.682E+02  2.295E-01
 3.487E+03  5.502E-02
 4.754E+02  7.449E-01
 8.109E+02  4.242E-01
 1.341E+03  1.906E-01
 1.097E+03  4.420E-01
 8.439E+02  2.081E-01
 1.345E+03  2.125E-01
 6.537E+02  3.608E-01
 1.260E+03  1.607E-01
 1.150E+03  1.818E-01
 1.590E+03  6.624E-02
 1.736E+03  2.259E-01
 1.561E+03  9.962E-02
 7.389E+02  4.553E-01
 9.482E+02  7.209E-01
 6.347E+02  7.036E-01
 9.985E+02  2.623E-01
 7.779E+02  1.437E-01
 5.337E+02  3.081E-01
 8.929E+02  2.901E-01
 6.753E+02  2.545E-01
 1.479E+03  8.983E-02
 7.261E+02  8.503E-01
 1.352E+03  4.771E-01
 1.256E+03  2.240E-01
 1.048E+03  2.120E-01
 9.725E+02  3.340E-01
 1.490E+03  2.789E-01
 1.169E+03  9.856E-02
 5.737E+02  3.529E-01
 6.078E+02  9.047E-01
 8.862E+02  1.791E-01
 1.837E+03  1.615E-01
 1.323E+03  2.777E-01
 9.848E+02  1.120E-01
 9.235E+02  4.031E-01
 1.476E+03  1.183E-01
 8.214E+02  2.698E-01
 1.004E+03  4.959E-01
